objID,petroR50_u,petroR50_g,petroR50_r,petroR50_i,petroR50_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,mCr4_u,mCr4_g,mCr4_r,mCr4_i,mCr4_z,u,g,r,i,z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
587737826745320043,7.198093,1.111583,1.777812,1.842831,1.639252,8.550245,2.063666,4.927689,5.623037,4.858383,0.204783,2.278032,2.33035,2.311144,2.431305,23.731396,21.112282,19.268415,18.572067,18.069508,23.731396,21.112282,19.268415,18.572067,18.069508,20.455309,21.572607,19.282003,18.540451,18.121798
587737810102517918,0.846015,0.884959,0.980998,0.98356,1.246763,2.233085,2.074245,2.408503,2.227302,3.128431,2.17285,2.154554,2.293186,2.336732,2.306795,19.489954,19.110619,18.558788,18.327599,17.89472,19.489954,19.110619,18.558788,18.327599,17.89472,19.662714,19.280874,18.618553,18.367651,17.783041
587731873919271521,2.748172,4.227133,3.742441,3.671552,3.014988,6.319997,10.086053,9.779159,9.378706,6.132033,0.75648,2.059849,2.182009,2.196778,2.137726,19.543457,17.980228,17.299398,16.879057,16.618574,19.543457,17.980228,17.299398,16.879057,16.618574,19.81455,17.943754,17.316156,16.899958,16.938217
587738066189484215,2.62518,2.087971,2.069694,1.891166,1.679029,8.599175,6.20219,6.613072,5.949919,5.626913,2.335918,2.322943,2.30063,2.30442,2.327167,20.573645,18.283775,17.131283,16.63307,16.210583,20.573645,18.283775,17.131283,16.63307,16.210583,20.430981,18.273832,17.132753,16.694473,16.332697
587738196648460633,1.559427,1.739359,1.575684,1.596699,1.641663,3.950934,4.752339,4.720109,4.450746,4.519499,0.889482,2.26975,2.273735,2.273742,2.259487,21.325659,19.06341,17.713812,17.175257,16.763472,21.325659,19.06341,17.713812,17.175257,16.763472,21.402943,19.214725,17.894293,17.387829,16.964939
587725551728132281,3.916197,1.941588,2.054507,1.995717,1.742769,8.424313,6.041187,6.8061,6.673284,5.707625,2.438385,2.265177,2.303442,2.314464,2.2617,20.769453,19.058809,17.667952,17.124256,16.716011,20.769453,19.058809,17.667952,17.124256,16.716011,20.351677,19.082386,17.639648,17.112055,16.818727
587737808490660264,2.871521,2.741428,2.645617,2.61313,2.383319,6.586315,6.35764,6.476383,6.487065,5.64388,2.216017,2.44008,2.494,2.480336,2.488879,19.096825,17.562122,16.655994,16.20607,15.891294,19.096825,17.562122,16.655994,16.20607,15.891294,19.222443,17.782202,16.922316,16.482061,16.259014
587725774528774613,2.810442,3.163845,3.085606,2.994927,2.811326,5.446301,7.945745,8.105438,7.822148,7.560453,2.001292,2.313287,2.377902,2.383911,2.390024,20.100777,17.654507,16.588083,16.081827,15.691751,20.100777,17.654507,16.588083,16.081827,15.691751,20.297861,17.913982,16.872261,16.389473,16.060225
587738197185790235,1.737218,1.268191,1.205648,1.193692,1.223984,4.541524,3.536841,3.301277,3.404773,3.394897,2.043402,2.245036,2.248538,2.280763,2.21859,21.054688,18.793913,17.642206,17.123995,16.676292,21.054688,18.793913,17.642206,17.123995,16.676292,20.995295,18.834974,17.728683,17.185482,16.721785
587738195036799112,3.041209,3.769104,3.196973,3.463608,2.695407,7.711748,10.8657,10.293246,10.386972,8.343761,2.300985,2.304953,2.309734,2.321975,2.368251,18.829153,17.254551,16.360453,15.876133,15.439759,18.829153,17.254551,16.360453,15.876133,15.439759,18.97051,17.308228,16.532639,16.009527,15.752558
